  -4.1083333333333334        1.3765240138216086E-003
  -3.8250000000000002        4.0374055343240503E-003
  -3.5416666666666665        6.7103596478046363E-003
  -3.2583333333333333        9.4667631531976121E-003
  -2.9750000000000001        1.2100872463552261E-002
  -2.6916666666666669        1.4804034785431897E-002
  -2.4083333333333332        1.7580650992544057E-002
  -2.1250000000000000        2.0286888169659709E-002
  -1.8416666666666666        2.3150755706916805E-002
  -1.5583333333333333        2.6173321614541618E-002
  -1.2749999999999999        2.9279346165370486E-002
 -0.99166666666666670        3.2395351831981077E-002
 -0.70833333333333337        3.5856824028790577E-002
 -0.42499999999999999        3.9659045624972786E-002
 -0.14166666666666666        4.4431080126055657E-002
  0.14166666666666666        3.8816644592601555E-002
  0.42499999999999999        3.5964532363282654E-002
  0.70833333333333337        3.3237812826427897E-002
  0.99166666666666670        3.0490888125943458E-002
   1.2749999999999999        2.7985495462882978E-002
   1.5583333333333333        2.5439271367472309E-002
   1.8416666666666666        2.2928439972836018E-002
   2.1250000000000000        2.0467084486006735E-002
   2.4083333333333332        1.7953412259549426E-002
   2.6916666666666669        1.5239823389326571E-002
   2.9750000000000001        1.2513779882043986E-002
   3.2583333333333333        9.8803856622707454E-003
   3.5416666666666665        7.1321760601666213E-003
   3.8250000000000002        4.4178186474549781E-003
   4.1083333333333334        1.5205097466832703E-003
   4.2500000000000000        0.0000000000000000     
